srNo,sys_gUid,uniqueId,createdBy,createdDate,lastUpdatedBy,lastUpdatedDate,streetNameFrom,streetNameTo,routeName,mileMarkerStart,mileMarkerEnd,plannedStartDate,plannedEndDate,closureStatus,actualStartDate,actualEndDate,imageUrl,imageName/Description
119,ConstructionClosure-15e7a615-bfc5-4105-9929-cf20b7721662,5e611b14e7c2ad00516fea15,jpruitt@navjoyinc.com.gwv,2020-03-05T15:30:28.110Z,jpruitt@navjoyinc.com.gwv,2020-03-05T22:06:55.463Z,University Blvd,Colorado Blvd,Belleview Ave,,,3/5/2020 11:00,3/5/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/d0b8ed62-719d-48f3-9aa7-a9d6a7046ea2image.jpg,Southbound / Start of closure
119,ConstructionClosure-15e7a615-bfc5-4105-9929-cf20b7721662,5e611b14e7c2ad00516fea15,jpruitt@navjoyinc.com.gwv,2020-03-05T15:30:28.110Z,jpruitt@navjoyinc.com.gwv,2020-03-05T22:06:55.463Z,University Blvd,Colorado Blvd,Belleview Ave,,,3/5/2020 11:00,3/5/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/50d957c4-5653-467e-9d13-5c9197f24d46image.jpg,Eastbound / Road work ahead
119,ConstructionClosure-15e7a615-bfc5-4105-9929-cf20b7721662,5e611b14e7c2ad00516fea15,jpruitt@navjoyinc.com.gwv,2020-03-05T15:30:28.110Z,jpruitt@navjoyinc.com.gwv,2020-03-05T22:06:55.463Z,University Blvd,Colorado Blvd,Belleview Ave,,,3/5/2020 11:00,3/5/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/dd02f07c-5c36-498b-ac7f-98a95854f935image.jpg,Eastbound / Left lane closed ahead
119,ConstructionClosure-15e7a615-bfc5-4105-9929-cf20b7721662,5e611b14e7c2ad00516fea15,jpruitt@navjoyinc.com.gwv,2020-03-05T15:30:28.110Z,jpruitt@navjoyinc.com.gwv,2020-03-05T22:06:55.463Z,University Blvd,Colorado Blvd,Belleview Ave,,,3/5/2020 11:00,3/5/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/1d8a3141-2d12-4fe1-bd9d-870146b6354eimage.jpg,Eastbound / Lane ends left
119,ConstructionClosure-15e7a615-bfc5-4105-9929-cf20b7721662,5e611b14e7c2ad00516fea15,jpruitt@navjoyinc.com.gwv,2020-03-05T15:30:28.110Z,jpruitt@navjoyinc.com.gwv,2020-03-05T22:06:55.463Z,University Blvd,Colorado Blvd,Belleview Ave,,,3/5/2020 11:00,3/5/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/3f4fe994-21b6-40c2-81a6-fb9492035c43image.jpg,Eastbound / Start of closure
119,ConstructionClosure-15e7a615-bfc5-4105-9929-cf20b7721662,5e611b14e7c2ad00516fea15,jpruitt@navjoyinc.com.gwv,2020-03-05T15:30:28.110Z,jpruitt@navjoyinc.com.gwv,2020-03-05T22:06:55.463Z,University Blvd,Colorado Blvd,Belleview Ave,,,3/5/2020 11:00,3/5/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/da7df5ea-6645-4bb1-8d36-1c6d24e08e7cimage.jpg,Northbound / Road work ahead
119,ConstructionClosure-15e7a615-bfc5-4105-9929-cf20b7721662,5e611b14e7c2ad00516fea15,jpruitt@navjoyinc.com.gwv,2020-03-05T15:30:28.110Z,jpruitt@navjoyinc.com.gwv,2020-03-05T22:06:55.463Z,University Blvd,Colorado Blvd,Belleview Ave,,,3/5/2020 11:00,3/5/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/a841a52b-0c9a-4c34-8668-08e1b810aabaimage.jpg,Eastbound / End of closure
120,ConstructionClosure-97dc3f66-1067-456f-871e-bfb75188f7d1,5fda3e468cb31d0039d3c9d3,melaku.ameneshoa@state.co.us,2020-12-16T17:05:10.080Z,emilyrivera529@gmail.com,2020-12-17T22:51:07.835Z,44th ,41st St.,US 287,,,12/17/2020 12:35,12/17/2020 12:35,,,,,
121,ConstructionClosure-191a2aa1-63ce-443c-9da5-5fddadf64963,5fe205f5b66e20003a308d00,melaku.ameneshoa@state.co.us,2020-12-22T14:43:01.086Z,melaku.ameneshoa@state.co.us,2021-01-04T05:12:32.884Z,44 St.,41th St.,US 287,,,12/22/2020 12:35,12/22/2020 12:35,,,,,
122,ConstructionClosure-9317e7af-e0e8-4457-84b3-ada809b584d8,5fe9efe5b66e20003a308d9d,melaku.ameneshoa@state.co.us,2020-12-28T14:47:01.627Z,melaku.ameneshoa@state.co.us,2021-01-04T05:13:28.795Z,44 St.,41th St.,US 287,,,12/28/2020 12:35,12/28/2020 12:35,,,,,
123,ConstructionClosure-f0ce6b2b-c963-4232-b318-15e263a5ff04,5fe9f08ab66e20003a308da2,melaku.ameneshoa@state.co.us,2020-12-28T14:49:46.401Z,melaku.ameneshoa@state.co.us,2021-01-04T05:14:04.132Z,41 st.,44th St.,US 287,,,12/28/2020 12:35,12/28/2020 12:35,,,,,
124,ConstructionClosure-3267ec0d-1570-42ed-b084-d75b8b0a47a8,5fec1938b66e20003a308dbc,melaku.ameneshoa@state.co.us,2020-12-30T06:07:52.208Z,melaku.ameneshoa@state.co.us,2021-05-21T14:16:06.207Z,41 st.,44th St.,US 287,,,12/30/2020 12:35,6/30/2021 12:35,,,,,
125,ConstructionClosure-c009c771-dd2b-491e-945e-6b489661a7fe,5ff227d78a03be00397022c9,melaku.ameneshoa@state.co.us,2021-01-03T20:23:51.432Z,emilyrivera529@gmail.com,2021-01-04T22:27:11.011Z,Krameria St.,Hudson St.,US 40,,,1/4/2021 17:15,1/4/2021 17:15,,,,,
126,ConstructionClosure-0cbca420-5621-4e6f-a8a3-14ac606b423a,5ff37ebe8a03be0039702355,melaku.ameneshoa@state.co.us,2021-01-04T20:46:54.258Z,emilyrivera529@gmail.com,2021-01-04T22:26:52.265Z,Hudson St.,Krameria St.,US 40,,,1/4/2021 17:15,1/4/2021 17:15,,,,,
127,ConstructionClosure-920467d0-739c-46c2-a658-ad5600741f2d,5ff49d648a03be00397023b0,melaku.ameneshoa@state.co.us,2021-01-05T17:09:56.007Z,emilyrivera529@gmail.com,2021-01-05T22:35:19.587Z,Hudson St.,Krameria St.,US 40 - EB,,,1/5/2021 12:05,1/5/2021 12:05,,,,,
128,ConstructionClosure-9679fcbc-423f-4572-b6cf-8aad4cf0277f,5ff5cae88a03be003970241c,melaku.ameneshoa@state.co.us,2021-01-06T14:36:24.471Z,melaku.ameneshoa@state.co.us,2021-01-07T14:45:05.678Z,Hudson St.,Krameria St.,US 40,,,1/6/2021 17:15,1/6/2021 17:15,,,,,
129,ConstructionClosure-0fbdd89e-5c5a-4a00-b593-ddf0d6b6152a,606812e870d091003bd50f34,admin@sa1.com,2021-04-03T07:02:00.839Z,admin@sa1.com,2021-04-03T07:02:00.839Z,,,,,,,,,,,,
130,ConstructionClosure-8b87ea81-d545-4135-ae24-69a432101409,607f9c80de9d5f003a2252f2,melaku.ameneshoa@state.co.us,2021-04-21T03:31:12.882Z,melaku.ameneshoa@state.co.us,2021-04-22T14:11:28.595Z,W. Kentucky Ave,W. Mississippi Ave  ,SH-88,,,4/21/2021 10:02,4/21/2021 10:02,,,,,
131,ConstructionClosure-e50c7bfc-cc70-4979-9999-ee219464d97e,6093f1df54c9da003a1f6a37,melaku.ameneshoa@state.co.us,2021-05-06T13:40:47.983Z,emilyrivera529@gmail.com,2021-05-06T19:31:41.623Z,Krameria St.,Hudson St.,US 40 - WB,,,1/11/2021 12:05,6/30/2021 12:05,,,,,
132,ConstructionClosure-5baba554-d524-495b-b5f1-a855b767bf34,6095628e54c9da003a1f6b31,melaku.ameneshoa@state.co.us,2021-05-07T15:53:50.185Z,emilyrivera529@gmail.com,2021-05-13T18:15:33.687Z,Hudson St.,Jersey St.,US 40 - EB,,,12/14/2020 12:05,6/30/2021 12:05,,,,,
133,ConstructionClosure-01ca2d4a-b17e-44f3-b086-0a12bfa5fd84,60a2862ed3ea9a003b62484f,melaku.ameneshoa@state.co.us,2021-05-17T15:05:18.860Z,melaku.ameneshoa@state.co.us,2021-05-19T13:09:03.773Z,Hudson St.,Jersey St.,US 40 - EB,,,12/14/2020 12:05,6/30/2021 12:05,,,,,
134,ConstructionClosure-090871fb-891b-4753-8b72-e360c1591991,5c1d0d3a99bddb00565a0ca8,nnageli@navjoyinc.com.cdotgov,2018-12-21T15:56:42.962Z,nnageli@navjoyinc.com.cdotgov,2019-05-29T14:51:53.800Z,,,I-25,58,59,5/31/2019 9:00,5/31/2019 19:00,,5/31/2019 9:00,,,
135,ConstructionClosure-f365f285-749b-4356-97ba-ca40d397e0e6,5c1d13c899bddb00565a0d0e,nnageli@navjoyinc.com.cdotgov,2018-12-21T16:24:40.486Z,nnageli@navjoyinc.com.cdotgov,2019-05-29T15:11:11.744Z,Abriendo Ave,City Center Dr,I-25,97,98.5,5/30/2019 2:00,5/30/2019 12:00,,5/30/2019 2:00,,,
136,ConstructionClosure-15e546a1-5c8f-46e8-b8ac-263b5ab01ff5,5cafaa6327f3ca004bf30d32,sschmidtlein@navjoyinc.com.cdotgov,2019-04-11T20:58:11.560Z,nnageli@navjoyinc.com.cdotgov,2019-05-29T15:20:37.058Z,St Paul St,Steele St,US 40,300.06,300.16,5/31/2019 2:00,5/31/2019 2:00,,5/31/2019 3:00,,,
137,ConstructionClosure-37ecb88d-2e4a-48bd-9874-ba7522183746,5cafb2c327f3ca004bf30d4d,sschmidtlein@navjoyinc.com.cdotgov,2019-04-11T21:33:55.025Z,nnageli@navjoyinc.com.cdotgov,2019-05-29T15:42:52.012Z,I-70 WB Off Ramp,Steele St,I-70,275,283,5/31/2019 20:00,6/1/2019 13:00,,5/31/2019 10:30,,,
138,ConstructionClosure-56fc48a3-d33b-4bb5-8d79-78730d3305b7,5cb49aca27f3ca004bf30e69,sschmidtlein@navjoyinc.com.cdotgov,2019-04-15T14:52:58.175Z,nnageli@navjoyinc.com.cdotgov,2019-05-29T14:38:04.487Z,C-470,Alameda Pkwy,C-470,173,1401,5/30/2019 11:00,5/30/2019 17:00,,5/30/2019 11:00,5/30/2019 17:00,,
139,ConstructionClosure-365dfddf-89b9-47b9-bc5e-a11ead8c8322,5ceea8fafc01830041ce0935,nnageli@navjoyinc.com.cdotgov,2019-05-29T15:44:58.000Z,nnageli@navjoyinc.com.cdotgov,2019-05-29T15:44:58.000Z,I-70 EB Off Ramp,Steele St,I-70,275,283,5/31/2019 21:00,6/1/2019 12:00,,5/31/2019 21:00,,,
140,ConstructionClosure-8aabeb05-db3e-44bf-b6b3-7dfe5998de0b,5ceeb4ccfc01830041ce0ae5,nnageli@navjoyinc.com.cdotgov,2019-05-29T16:35:24.733Z,nnageli@navjoyinc.com.cdotgov,2019-05-29T16:36:25.951Z,Tomah Rd,Plum Creek Pkwy,I-25,174,180,5/31/2019 10:30,5/31/2019 18:00,,5/31/2019 10:30,,,
141,ConstructionClosure-2a4b71b9-74dc-4438-ba0a-2d8851914f59,5dc355cf170a570046423dd6,mevans@navjoyinc.com.gwv,2019-11-06T23:22:55.450Z,djoslin@navjoyinc.com.gwv,2019-11-25T23:40:55.010Z,Albion St,Steele St,Belleview Ave,,,11/12/2019 11:00,11/12/2019 17:00,,11/6/2019 11:00,11/6/2019 17:00,,
142,ConstructionClosure-b1d57be2-7d19-4bcd-93c1-1d22f2fb7473,5dc45ca1170a570046424036,jpruitt@navjoyinc.com.gwv,2019-11-07T18:04:17.165Z,djoslin@navjoyinc.com.gwv,2019-11-25T23:41:30.028Z,Albion St,Steele St,Belleview Ave,,,,,,11/7/2019 11:00,11/7/2019 17:00,,
143,ConstructionClosure-1c1069d1-82a7-4bc1-a247-4be8b108d560,5dc599f0170a570046424234,jpruitt@navjoyinc.com.gwv,2019-11-08T16:38:08.050Z,djoslin@navjoyinc.com.gwv,2019-11-25T23:42:27.012Z,Steele St.,Albion St,Belleview Ave,,,,,,11/8/2019 11:00,11/8/2019 17:00,,
144,ConstructionClosure-e635babd-977d-4745-971a-109418f46523,5dca811f170a570046424594,atantry@navjoyinc.com,2019-11-12T09:53:35.881Z,atantry@navjoyinc.com,2019-11-12T10:02:01.723Z,wewe,,,,,,,,,,,
145,ConstructionClosure-3c1da448-3f0f-4cbd-b0e2-92a90e81ccdd,5dcae33c170a5700464245df,mevans@navjoyinc.com.gwv,2019-11-12T16:52:12.047Z,djoslin@navjoyinc.com.gwv,2019-11-25T23:43:03.082Z,Steele St,Albion St,Belleview Ave,,,11/12/2019 11:09,,,11/12/2019 11:45,11/12/2019 17:00,,
146,ConstructionClosure-91fc91b7-2099-4eea-a4e6-aad0789a09bc,5dcae39d170a5700464245e1,mevans@navjoyinc.com.gwv,2019-11-12T16:53:49.053Z,djoslin@navjoyinc.com.gwv,2019-11-25T23:42:44.434Z,Albion St,Steele St,Belleview Ave,,,,,,11/12/2019 10:45,11/12/2019 17:00,,
147,ConstructionClosure-37353f41-b265-4bf4-9497-1bf958847c1c,5dcc44d0170a5700464249f7,wfairbank@navjoyinc.com.gwv,2019-11-13T18:00:48.461Z,jvue@navjoyinc.com.gwv,2019-11-22T16:52:40.506Z,Albion St,Steele St,Belleview Ave,,,,,,11/14/2019 11:00,11/14/2019 16:45,,
148,ConstructionClosure-b4390708-c05a-43b2-bee1-0209eb453d44,5dcd880d170a570046424bb0,jpruitt@navjoyinc.com.gwv,2019-11-14T16:59:57.923Z,djoslin@navjoyinc.com.gwv,2019-11-25T23:42:07.945Z,Steele St,Albion St,Belleview Ave,,,,,,11/14/2019 10:45,11/14/2019 16:45,,
149,ConstructionClosure-9f7722a0-24f2-4abd-8b34-e08da993dd04,5dced390170a570046424e2f,jpruitt@navjoyinc.com.gwv,2019-11-15T16:34:24.282Z,djoslin@navjoyinc.com.gwv,2019-11-25T23:40:18.170Z,Jackson,Cherry Hills Farm,Belleview Ave,,,,,,11/15/2019 11:00,11/15/2019 17:00,,
150,ConstructionClosure-b87a377d-45e7-4c28-98dd-6c6dbb9c0895,5dced3c4170a570046424e31,jpruitt@navjoyinc.com.gwv,2019-11-15T16:35:16.632Z,djoslin@navjoyinc.com.gwv,2019-11-25T23:40:34.413Z,Cherry Hills Farm,Jackson,Belleview Ave,,,,,,11/15/2019 11:00,11/15/2019 17:00,,
151,ConstructionClosure-ac6a5210-cc9e-46aa-859b-ec23de701c60,5dd2ee789ee5db0046a918ee,mevans@navjoyinc.com.gwv,2019-11-18T19:18:16.335Z,djoslin@navjoyinc.com.gwv,2019-11-25T23:39:20.184Z,University Blvd,Steele St,Belleview Ave,,,11/18/2019 11:00,11/18/2019 17:00,,11/18/2019 11:15,11/18/2019 16:45,,
152,ConstructionClosure-a7c33284-4cd6-45b0-8229-88d8cdc219e9,5dd416e0804e9a003baab9c4,mevans@navjoyinc.com.gwv,2019-11-19T16:22:56.059Z,djoslin@navjoyinc.com.gwv,2019-11-25T23:40:01.667Z,University Blvd,Steele St,Belleview Ave,,,11/19/2019 11:00,11/19/2019 17:00,,11/19/2019 10:55,11/19/2019 16:45,,
153,ConstructionClosure-628baa31-4f3e-441f-a404-2c5a5fe5b389,5dd6b5593ca88b003b298c15,wfairbank@navjoyinc.com.gwv,2019-11-21T16:03:37.178Z,wfairbank@navjoyinc.com.gwv,2019-11-22T18:16:39.333Z,University Blvd,Cherry Hills Farm Dr,Belleview Ave,,,,,,11/20/2019 11:00,11/20/2019 17:00,,
154,ConstructionClosure-38abc250-7ff3-4e3b-8fa8-ca6247232cbb,5dd6b6453ca88b003b298c16,wfairbank@navjoyinc.com.gwv,2019-11-21T16:07:33.429Z,wfairbank@navjoyinc.com.gwv,2019-11-22T18:17:10.472Z,Cherry Hills Farm Dr,University Blvd,Belleveiw Ave,,,,,,11/20/2019 11:00,11/20/2019 17:00,,
155,ConstructionClosure-a245637e-2ddb-4155-b610-8234cf12184a,5dd6b7ac3ca88b003b298c17,wfairbank@navjoyinc.com.gwv,2019-11-21T16:13:32.862Z,djoslin@navjoyinc.com.gwv,2019-11-29T23:30:45.408Z,Holly St,Charington Dr,Belleview Ave,,,11/20/2019 11:00,11/20/2019 17:00,,11/20/2019 11:00,11/20/2019 17:00,,
156,ConstructionClosure-ea047210-46e1-41df-a8e3-77a0b45702ec,5dd8185aed4f4f00511801d9,wfairbank@navjoyinc.com.gwv,2019-11-22T17:18:18.706Z,djoslin@navjoyinc.com.gwv,2019-11-25T23:38:59.092Z,Charington Dr,Holly St,Belleview Ave,,,,,,11/20/2019 11:00,11/20/2019 17:00,,
157,ConstructionClosure-b125225d-a4c7-4dfb-9a22-07e388c09f1f,5dd81922ed4f4f00511801da,wfairbank@navjoyinc.com.gwv,2019-11-22T17:21:38.089Z,djoslin@navjoyinc.com.gwv,2019-11-29T23:31:29.634Z,Steele St,Glenmoor Dr,Belleview Ave,,,11/20/2019 11:00,11/20/2019 17:00,,11/13/2019 11:00,11/13/2019 17:00,,
158,ConstructionClosure-35407be2-386e-4c66-86cd-3bfb2161ad4d,5ddc1ee51dacbb00464b6086,mevans@navjoyinc.com.gwv,2019-11-25T18:35:17.111Z,jvue@navjoyinc.com.gwv,2019-12-16T16:06:33.759Z,Birch St,Fairfax St,Belleview Ave,,,,,,11/25/2019 11:00,11/25/2019 17:00,,
159,ConstructionClosure-ca903d52-e309-40c2-9901-4e354c7ed605,5de7e0b434724f003b4d3eb4,wfairbank@navjoyinc.com.gwv,2019-12-04T16:37:08.124Z,jvue@navjoyinc.com.gwv,2019-12-16T16:04:42.231Z,Holly St,Dahlia St,Belleview Ave,,,12/4/2019 11:00,12/4/2019 17:00,,,,,
160,ConstructionClosure-eccfc5f7-27c8-4c1b-9306-54a66cd610cc,5df131bf10df020051753633,wfairbank@navjoyinc.com.gwv,2019-12-11T18:13:19.623Z,jvue@navjoyinc.com.gwv,2019-12-17T15:42:16.629Z,Holly St,Monaco St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/78772c99-0707-4454-a0c7-e4ea83bc1d19Flashing%20Arrow%20Bar.jpg,Eastbound / Flashing arrow board
160,ConstructionClosure-eccfc5f7-27c8-4c1b-9306-54a66cd610cc,5df131bf10df020051753633,wfairbank@navjoyinc.com.gwv,2019-12-11T18:13:19.623Z,jvue@navjoyinc.com.gwv,2019-12-17T15:42:16.629Z,Holly St,Monaco St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/49cf04f6-90a9-474b-8f52-62e0166d009fimage.jpg,Eastbound / Start of closure
160,ConstructionClosure-eccfc5f7-27c8-4c1b-9306-54a66cd610cc,5df131bf10df020051753633,wfairbank@navjoyinc.com.gwv,2019-12-11T18:13:19.623Z,jvue@navjoyinc.com.gwv,2019-12-17T15:42:16.629Z,Holly St,Monaco St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/7ccf52e7-2c35-43d7-a05c-335e3acc7342Lane%20Ends%20Left.jpg,Eastbound / Lane ends left
160,ConstructionClosure-eccfc5f7-27c8-4c1b-9306-54a66cd610cc,5df131bf10df020051753633,wfairbank@navjoyinc.com.gwv,2019-12-11T18:13:19.623Z,jvue@navjoyinc.com.gwv,2019-12-17T15:42:16.629Z,Holly St,Monaco St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/197fb0e1-b5bf-434b-b4bf-5cc524194c1aLeft%20lane%20closed%20ahead.jpg,Eastbound / Left lane closed ahead
160,ConstructionClosure-eccfc5f7-27c8-4c1b-9306-54a66cd610cc,5df131bf10df020051753633,wfairbank@navjoyinc.com.gwv,2019-12-11T18:13:19.623Z,jvue@navjoyinc.com.gwv,2019-12-17T15:42:16.629Z,Holly St,Monaco St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/fe50bc73-3cd0-4bb9-a27d-599042514f82Speed%20Limit%2035.jpg,Eastbound / Speed limit 35
160,ConstructionClosure-eccfc5f7-27c8-4c1b-9306-54a66cd610cc,5df131bf10df020051753633,wfairbank@navjoyinc.com.gwv,2019-12-11T18:13:19.623Z,jvue@navjoyinc.com.gwv,2019-12-17T15:42:16.629Z,Holly St,Monaco St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/475cb707-a8d0-48ec-8879-593b5c0142dbWork%20Zone%20Begin.jpg,Eastbound / Begin fines double in work zone
160,ConstructionClosure-eccfc5f7-27c8-4c1b-9306-54a66cd610cc,5df131bf10df020051753633,wfairbank@navjoyinc.com.gwv,2019-12-11T18:13:19.623Z,jvue@navjoyinc.com.gwv,2019-12-17T15:42:16.629Z,Holly St,Monaco St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/6c9e9606-8457-46ac-b0d1-a3a02745c9caimage.jpg,Eastbound / End of closure
160,ConstructionClosure-eccfc5f7-27c8-4c1b-9306-54a66cd610cc,5df131bf10df020051753633,wfairbank@navjoyinc.com.gwv,2019-12-11T18:13:19.623Z,jvue@navjoyinc.com.gwv,2019-12-17T15:42:16.629Z,Holly St,Monaco St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/405d8cf3-56a7-4b45-acd0-e972b4fbfc4eRoad%20work%20ahead.jpg,Eastbound / Road work ahead
160,ConstructionClosure-eccfc5f7-27c8-4c1b-9306-54a66cd610cc,5df131bf10df020051753633,wfairbank@navjoyinc.com.gwv,2019-12-11T18:13:19.623Z,jvue@navjoyinc.com.gwv,2019-12-17T15:42:16.629Z,Holly St,Monaco St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/7a1cdc1f-4974-4777-b9b5-83deabf59237Start%20of%20closure%20and%20Flashing%20arrow%20board.jpg,Eastbound / Flashing arrow board
161,ConstructionClosure-f109001e-3933-4a2d-96c8-e81f1ea046bd,5df3e02642f52100468b3dc0,jcook@navjoyinc.com.gwv,2019-12-13T19:01:58.639Z,djoslin@navjoyinc.com.gwv,2019-12-16T21:50:07.080Z,Steele St,University Blvd,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/35d79420-c1af-4c47-a91e-09cca7bcfd88WB%20Roadwork%20ahead.jpg,Westbound / Roadwork ahead
161,ConstructionClosure-f109001e-3933-4a2d-96c8-e81f1ea046bd,5df3e02642f52100468b3dc0,jcook@navjoyinc.com.gwv,2019-12-13T19:01:58.639Z,djoslin@navjoyinc.com.gwv,2019-12-16T21:50:07.080Z,Steele St,University Blvd,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/5796a6db-0acc-4298-a733-5595dfb3dbdaWB%20Lane%20ends%20left.jpg,Westbound / Lane ends left
161,ConstructionClosure-f109001e-3933-4a2d-96c8-e81f1ea046bd,5df3e02642f52100468b3dc0,jcook@navjoyinc.com.gwv,2019-12-13T19:01:58.639Z,djoslin@navjoyinc.com.gwv,2019-12-16T21:50:07.080Z,Steele St,University Blvd,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/47458cd0-ac6a-44ed-b6d0-34f6bfb75f98WB%20Flashing%20arrow%20board.jpg,Westbound / Flashing arrow board
161,ConstructionClosure-f109001e-3933-4a2d-96c8-e81f1ea046bd,5df3e02642f52100468b3dc0,jcook@navjoyinc.com.gwv,2019-12-13T19:01:58.639Z,djoslin@navjoyinc.com.gwv,2019-12-16T21:50:07.080Z,Steele St,University Blvd,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/a52fa0a9-4cc4-4e3e-97b2-4c1d614cb1f0WB%20End%20of%20closure.jpg,Westbound / End of closure
161,ConstructionClosure-f109001e-3933-4a2d-96c8-e81f1ea046bd,5df3e02642f52100468b3dc0,jcook@navjoyinc.com.gwv,2019-12-13T19:01:58.639Z,djoslin@navjoyinc.com.gwv,2019-12-16T21:50:07.080Z,Steele St,University Blvd,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/d01165aa-6415-4674-952f-4a501c7de376WB%20Start%20of%20closure.jpg,Westbound / Start of closure
162,ConstructionClosure-6a30be34-a69c-4bae-bc08-79fd0ff588d6,5df4172342f52100468b3f09,jvue@navjoyinc.com.gwv,2019-12-13T22:56:35.243Z,jvue@navjoyinc.com.gwv,2019-12-16T11:09:41.559Z,University Blvd,Steele St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/fd4a44da-cd28-4bf3-a1cd-e50e9667fc4fEB%20Roadwork%20ahead.jpg,Eastbound / Roadwork ahead
162,ConstructionClosure-6a30be34-a69c-4bae-bc08-79fd0ff588d6,5df4172342f52100468b3f09,jvue@navjoyinc.com.gwv,2019-12-13T22:56:35.243Z,jvue@navjoyinc.com.gwv,2019-12-16T11:09:41.559Z,University Blvd,Steele St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/6984fe17-4b8d-45d6-9fc8-b685395299d3EB%20Lane%20closed%20left.jpg,Eastbound / Lane closed left
162,ConstructionClosure-6a30be34-a69c-4bae-bc08-79fd0ff588d6,5df4172342f52100468b3f09,jvue@navjoyinc.com.gwv,2019-12-13T22:56:35.243Z,jvue@navjoyinc.com.gwv,2019-12-16T11:09:41.559Z,University Blvd,Steele St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/abbebada-1db0-46df-83fa-2684bda685e9EB%20Flashing%20arrow%20board.jpg,Eastbound / Flashing arrow board
162,ConstructionClosure-6a30be34-a69c-4bae-bc08-79fd0ff588d6,5df4172342f52100468b3f09,jvue@navjoyinc.com.gwv,2019-12-13T22:56:35.243Z,jvue@navjoyinc.com.gwv,2019-12-16T11:09:41.559Z,University Blvd,Steele St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/3e1fe716-41d0-40a0-8c3e-83e61e0f9226EB%20End%20of%20closure.jpg,Eastbound / End of closure
